id;name;city;category;description;budget;duration_hours;best_time;tags;tips;
TAN108;Jardin des Fontaines;Tanger;nature;Jardin agrémenté de multiples fontaines et jets d'eau créant une ambiance rafraîchissante et sonore apaisante.;free;1;afternoon;tanger,fountains,water features,garden,cool;Agréable par temps chaud. Effet rafraîchissant des éclaboussures.;
TAN109;Atelier de Marqueterie;Tanger;culture;Atelier spécialisé dans la marqueterie de bois précieux créant des tables, boîtes et objets décoratifs complexes.;high;1;afternoon;tanger,marquetry,woodwork,inlay,precious wood;Précision extrême du travail. Pièces uniques faites sur commande.;
TAN110;Plage des Pêcheurs;Tanger;nature;Plage où les pêcheurs locaux amarrent leurs barques traditionnelles. Scènes de vie authentiques et photos pittoresques.;free;1;morning;tanger,fishermen,boats,traditional,authentic;Respectez l'espace de travail des pêcheurs. Demandez la permission avant de photographier les personnes.;
TAN111;Musée de la Mode;Tanger;culture;Exposition sur l'histoire de la mode à Tanger, des costumes traditionnels à l'influence des designers internationaux.;medium;1.5;afternoon;tanger,fashion,clothing,history,design;Expositions temporaires sur des créateurs marocains contemporains. Certaines pièces sont spectaculaires.;
TAN112;Circuit des Jardins;Tanger;nature;Visite des principaux jardins et parcs de Tanger, des jardins andalous aux espaces verts modernes.;free;3;morning;tanger,gardens tour,parks,greenery,landscaping;Meilleure visite au printemps. Chaussures confortables indispensables.;
TAN113;Jardin des Sculptures;Tanger;culture;Jardin présentant des sculptures contemporaines d'artistes marocains et internationaux dans un cadre naturel.;free;1.5;afternoon;tanger,sculpture garden,art,contemporary,outdoor;Dialogue intéressant entre art et nature. Œuvres renouvelées régulièrement.;
TAN114;Atelier de Ferronnerie;Tanger;culture;Atelier de ferronnerie d'art créant des grilles, rampes et objets décoratifs en fer forgé selon des motifs traditionnels.;medium;1;morning;tanger,ironwork,wrought iron,metalwork,craft;Bruit intense mais travail impressionnant. Commandes personnalisées possibles.;
TAN115;Plage des Sportifs;Tanger;nature;Plage équipée pour les sports de plage : volleyball, football, badminton. Ambiance dynamique et active.;free;2;morning;tanger,sports beach,volleyball,football,active;Équipement parfois disponible à la location. Tournois improvisés fréquents.;
TAN116;Musée des Transports;Tanger;histoire;Collection de moyens de transport historiques utilisés à Tanger : calèches, premiers tramways, automobiles anciennes.;low;1.5;afternoon;tanger,transport,vehicles,history,mobility;Évolution intéressante des transports urbains. Maquettes et photographies historiques.;
TAN117;Circuit Gastronomique;Tanger;shopping;Découverte des spécialités culinaires de Tanger à travers plusieurs dégustations dans des établissements authentiques.;high;3;evening;tanger,food, tasting,gastronomy,restaurants;Arrivez en ayant faim. Combinaison de street food et restaurants assis.;
TAN118;Jardin des Oiseaux Migrateurs;Tanger;nature;Zone humide et jardin aménagé pour observer les oiseaux migrateurs qui traversent le détroit de Gibraltar.;free;2;morning;tanger,birdwatching,migratory birds,wetland,wildlife;Jumelles indispensables. Meilleure observation pendant les périodes de migration (printemps/automne).;
TAN119;Atelier de Papier Artisanal;Tanger;culture;Atelier produisant du papier artisanal à base de fibres naturelles, utilisé pour la calligraphie et les arts graphiques.;medium;1.5;afternoon;tanger,paper making,craft,stationery,artisan;Processus fascinant de fabrication. Papier de haute qualité pour dessin et écriture.;
TAN120;Plage des Familles;Tanger;nature;Plage particulièrement adaptée aux familles avec enfants : faible profondeur, surveillée, équipements sanitaires.;free;2.5;morning;tanger,family beach,children,safe,amenities;Plage surveillée en saison. Aires de jeux pour enfants à proximité.;
TAN121;Musée de l'Art Islamique;Tanger;culture;Collection d'art islamique incluant manuscrits enluminés, céramiques, textiles et objets métalliques des différentes dynasties marocaines.;medium;2;afternoon;tanger,islamic art,manuscripts,history,religion;Calligraphies magnifiques. Comprendre l'évolution des styles artistiques islamiques.;
TAN122;Circuit du Street Food;Tanger;shopping;Découverte des meilleurs stands de street food de la médina, des brochettes aux pâtisseries traditionnelles.;low;2;evening;tanger,street food,snacks,local,tasting;Hygiène variable, choisissez les stands fréquentés. Petit budget suffit pour goûter plusieurs spécialités.;
TAN123;Jardin des Arbres Remarquables;Tanger;nature;Collection d'arbres exceptionnels par leur âge, taille ou rareté, certains étant classés monuments naturels.;free;1.5;morning;tanger,trees,specimens,rare,monument;Étiquettes informatives sur chaque arbre. Certains ont plus de 200 ans.;
TAN124;Atelier de Teinture Naturelle;Tanger;culture;Atelier utilisant des pigments naturels (plantes, minéraux) pour teindre les textiles selon des méthodes traditionnelles.;low;1;afternoon;tanger,dyeing,natural pigments,textiles,craft;Couleurs étonnantes obtenues de sources naturelles. Processus écologique.;
TAN125;Plage des Dauphins;Tanger;nature;Zone côtière où l'on peut parfois observer des dauphins nageant non loin du rivage, surtout tôt le matin.;free;1.5;morning;tanger,dolphins,wildlife,ocean,observation;Observation non garantie. Jumelles utiles. Respectez la distance avec les animaux.;
TAN126;Musée de la Diplomatie;Tanger;histoire;Exposition sur le rôle de Tanger comme ville internationale et siège de nombreuses légations étrangères au 19e-20e siècles.;free;1.5;afternoon;tanger,diplomacy,international,history,politics;Histoire complexe des relations internationales. Documents d'archives fascinants.;
TAN127;Circuit des Ateliers d'Artistes;Tanger;culture;Visite des ateliers d'artistes contemporains de Tanger, avec rencontres et découverte des processus créatifs.;free;3;afternoon;tanger,artists studios,contemporary art,creative process;Réservation nécessaire. Journées portes ouvertes parfois organisées.;
TAN128;Jardin des Papillons de Nuit;Tanger;nature;Jardin spécialement aménagé avec des plantes attirant les papillons de nuit, observables au crépuscule.;free;1;evening;tanger,moths,night garden,crepuscular,insects;Visite guidée recommandée. Lampes spéciales pour l'observation.;
TAN129;Atelier de Céramique Berbère;Tanger;culture;Atelier perpétuant les techniques de poterie berbère traditionnelle, avec motifs géométriques caractéristiques.;low;1.5;morning;tanger,berber pottery,traditional,geometric,craft;Style distinctif des différentes régions berbères. Techniques ancestrales préservées.;
TAN130;Plage des Surfers Expérimentés;Tanger;nature;Spot de surf réservé aux surfeurs confirmés, avec vagues puissantes et conditions parfois difficiles.;free;2;morning;tanger,surf,advanced,waves,challenge;Pour surfeurs expérimentés seulement. Courants parfois forts.;
TAN131;Musée de la Presse;Tanger;histoire;Histoire de la presse à Tanger, ville qui a accueilli de nombreux journaux et magazines internationaux.;free;1;afternoon;tanger,press,journalism,newspapers,media;Collections de journaux historiques. Importance de Tanger comme centre médiatique.;
TAN132;Circuit des Parfums;Tanger;shopping;Découverte des senteurs de Tanger à travers ses marchés d'épices, fleurs et essences naturelles.;medium;2;morning;tanger,scents,fragrances,spices,flowers;Sensibilité olfactive mise à l'épreuve. Créez votre propre mélange souvenir.;
TAN133;Jardin des Plantes Médicinales;Tanger;nature;Jardin éducatif présentant les plantes utilisées dans la pharmacopée traditionnelle marocaine.;free;1.5;morning;tanger,medicinal plants,healing,traditional medicine;Plantes étiquetées avec leurs usages thérapeutiques. Ateliers sur les remèdes naturels parfois proposés.;
TAN134;Atelier de Menuiserie Traditionnelle;Tanger;culture;Atelier de menuiserie utilisant des techniques et outils traditionnels pour créer des meubles et objets en bois.;medium;1;afternoon;tanger,woodworking,furniture,traditional tools,craft;Bois locaux utilisés. Meubles solides et durables.;
TAN135;Plage des Couchers de Soleil;Tanger;nature;Plage particulièrement réputée pour la beauté de ses couchers de soleil sur l'Atlantique.;free;1.5;sunset;tanger,sunset,beach,romantic,photography;Arrivez au moins 30 minutes avant le coucher du soleil. Photos spectaculaires garanties.;
TAN136;Musée de la Cartographie;Tanger;histoire;Collection de cartes anciennes du Maroc et du détroit de Gibraltar, montrant l'évolution des connaissances géographiques.;low;1;afternoon;tanger,cartography,maps,geography,history;Cartes magnifiquement dessinées. Perception changeante du monde à travers les siècles.;
TAN137;Circuit des Écrivains;Tanger;culture;Visite des cafés, hôtels et résidences où ont vécu et écrit les auteurs célèbres de la Beat Generation et autres.;medium;2.5;afternoon;tanger,writers,literary history,cafes,beat generation;Guide spécialisé enrichit l'expérience. Lecture des œuvres concernées recommandée.;
TAN138;Jardin des Cactées Géantes;Tanger;nature;Collection de cactus de grande taille, certains atteignant plusieurs mètres de hauteur, dans un cadre paysager impressionnant.;free;1;morning;tanger,giant cactus,succulents,garden,spectacular;Plantes impressionnantes par leur taille. Prudence avec les épines.;
TAN139;Atelier de Tissage de Tapis;Tanger;culture;Atelier où des artisanes tissent des tapis selon des motifs et techniques transmis de mère en fille.;high;1.5;morning;tanger,carpet weaving,women,traditional patterns,craft;Temps de réalisation impressionnant pour un tapis. Qualité variable selon les nœuds au mètre carré.;
TAN140;Plage des Windsurfers;Tanger;nature;Spot idéal pour le windsurf grâce aux vents constants et à l'espace disponible sur l'eau.;medium;2;morning;tanger,windsurfing,water sports,wind,beach;Location d'équipement sur place. Cours pour débutants disponibles.;
TAN141;Musée de l'Archéologie Sous-Marine;Tanger;histoire;Exposition d'objets remontés d'épaves antiques dans le détroit de Gibraltar, témoignage du commerce maritime ancien.;medium;1.5;afternoon;tanger,underwater archaeology,shipwrecks,antiquity,sea;Objets bien préservés malgré leur séjour en mer. Histoire du commerce méditerranéen.;
TAN142;Circuit des Panoramas Nocturnes;Tanger;nature;Visite des points de vue offrant les plus belles vues nocturnes sur la ville illuminée et les bateaux dans le détroit.;free;2;evening;tanger,night views, city lights,panorama,evening;Vestes chaudes recommandées le soir. Photos de nuit nécessitent un trépied.;
TAN143;Jardin des plantes aromatiques;Tanger;nature;Jardin spécialisé dans les plantes aromatiques utilisées dans la cuisine marocaine : menthe, persil, coriandre, etc.;free;1;morning;tanger,aromatic plants,cooking,herbs,garden;Cueillette parfois autorisée. Ateliers culinaires utilisant ces herbes.;
TAN144;Atelier de Marqueterie de Nacre;Tanger;culture;Atelier spécialisé dans l'incrustation de nacre et autres matériaux précieux dans le bois pour créer des objets décoratifs.;high;1;afternoon;tanger,mother of pearl,inlay,decorative,precious;Travail d'une précision extrême. Pièces de collection uniques.;
TAN145;Plage des Bodyboarders;Tanger;nature;Spot idéal pour le bodyboard avec vagues régulières et fond de sable pour plus de sécurité.;low;2;morning;tanger,bodyboarding,waves,sand bottom,beach;Location de planches disponibles. Convient aux adolescents et adultes.;
TAN146;Musée des Arts Décoratifs;Tanger;culture;Collection d'objets décoratifs marocains : lanternes, miroirs, plateaux en cuivre, objets en laiton ciselé.;low;1.5;afternoon;tanger,decorative arts,home decor,traditional,craftsmanship;Inspiration pour la décoration intérieure. Techniques artisanales détaillées.;
TAN147;Circuit des Ruines;Tanger;histoire;Visite des sites archéologiques et ruines autour de Tanger, témoins des différentes civilisations qui s'y sont succédé.;free;3;morning;tanger,ruins,archaeology,history,ancient;Guide recommandé pour comprendre les sites. Chaussures de marche indispensables.;
TAN148;Jardin des plantes grimpantes;Tanger;nature;Jardin aménagé avec des tonnelles, pergolas et structures supportant une grande variété de plantes grimpantes.;free;1;afternoon;tanger,climbing plants,pergola,garden,shade;Agréable par temps chaud. Effet visuel spectaculaire lors de la floraison.;
TAN149;Atelier de Fabrication de lanternes;Tanger;culture;Atelier créant des lanternes traditionnelles en métal percé, produisant des jeux d'ombre et de lumière magiques.;medium;1;afternoon;tanger,lanterns,metalwork,light,shadow;Effet magique quand elles sont allumées. Différentes tailles disponibles.;
TAN150;Plage des Kitesurfers;Tanger;nature;Spot réputé pour le kitesurf grâce aux vents constants et à l'espace dégagé sur la plage et l'eau.;high;2.5;morning;tanger,kitesurfing,wind sports,extreme,beach;Cours nécessaires pour débuter. Équipement de location disponible.;
TAN151;Musée de la Musique Andalouse;Tanger;culture;Dédié à la musique andalouse marocaine, tradition musicale raffinée préservée à Tanger depuis des siècles.;low;1.5;afternoon;tanger,andalusi music,tradition,refined,heritage;Concerts occasionnels. Instruments spécifiques à cette tradition.;
TAN152;Circuit des Galeries d'Art;Tanger;culture;Visite des principales galeries d'art de Tanger, de l'art traditionnel à l'art contemporain le plus avant-gardiste.;free;3;afternoon;tanger,art galleries,contemporary,traditional,exhibitions;Gratuit mais certaines ventes en cours. Rencontre possible avec des galeristes.;
TAN153;Jardin des plantes succulentes;Tanger;nature;Collection de plantes succulentes aux formes étranges et fascinantes, adaptées aux conditions arides.;free;1;morning;tanger,succulents,drought tolerant,strange forms,garden;Étonnante diversité de formes et de textures. Soins minimaux nécessaires.;
TAN154;Atelier de Poterie pour enfants;Tanger;culture;Atelier spécialement conçu pour initier les enfants à la poterie avec des activités adaptées à leur âge.;medium;1.5;afternoon;tanger,pottery,children,workshop,creative;Réservation nécessaire. Les enfants repartent avec leurs créations.;
TAN155;Plage des naturistes;Tanger;nature;Zone de plage tolérée pour la pratique du naturisme, discrète et respectueuse de l'environnement.;free;2;morning;tanger,nudist beach,discreet,nature,respect;Respect strict des règles de discrétion et de propreté. Zone non officielle mais tolérée.;
TAN156;Musée des Instruments Scientifiques;Tanger;histoire;Collection d'instruments scientifiques anciens utilisés dans les observatoires et laboratoires de Tanger.;low;1;afternoon;tanger,scientific instruments,history,science,technology;Instruments parfois encore fonctionnels. Histoire des sciences au Maroc.;
TAN157;Circuit des Fontaines Historiques;Tanger;culture;Visite des fontaines publiques historiques de Tanger, points d'eau essentiels dans la vie traditionnelle de la médina.;free;2;morning;tanger,fountains,history,water,public spaces;Architecture variée des fontaines. Rôle social important dans le passé.;
TAN158;Jardin des plantes tinctoriales;Tanger;nature;Jardin de plantes utilisées traditionnellement pour produire des colorants naturels pour les textiles.;free;1.5;morning;tanger,dye plants,color,textiles,traditional;Couleurs étonnantes obtenues de sources végétales. Ateliers de teinture parfois organisés.;
TAN159;Atelier de Sculpture sur Pierre;Tanger;culture;Atelier où des artisans sculptent la pierre locale pour créer des éléments architecturaux et décoratifs.;medium;1;afternoon;tanger,stone carving,sculpture,architecture,craft;Pierre extraite localement. Travail physique impressionnant.;
TAN160;Plage des Paddleboards;Tanger;nature;Plage calme idéale pour la pratique du paddleboard, avec eaux tranquilles et peu de courant.;medium;1.5;morning;tanger,paddleboarding,calm water,beach,sports;Location de planches disponible. Cours d'initiation rapide.;
TAN161;Musée de la Chasse;Tanger;histoire;Collection d'armes de chasse historiques, trophées et récits de chasse dans la région de Tanger au 19e-20e siècles.;low;1;afternoon;tanger,hunting,weapons,history,sport;Context historique important. Évolution des pratiques de chasse.;
TAN162;Circuit des Hôtels Historiques;Tanger;culture;Visite des hôtels légendaires de Tanger ayant accueilli célébrités, écrivains et personnages historiques.;free;2.5;afternoon;tanger,historic hotels,architecture,celebrity,legends;Certains hôtels permettent la visite des parties communes. Photos d'époque exposées.;
TAN163;Jardin des plantes carnivores;Tanger;nature;Collection de plantes carnivores dans des conditions contrôlées, avec explications sur leurs mécanismes de capture.;low;1;afternoon;tanger,carnivorous plants,insects,biology,garden;Fascinant mécanisme de survie. Nourrissage parfois démontré.;
TAN164;Atelier de Marqueterie de Paille;Tanger;culture;Atelier spécialisé dans la marqueterie de paille, technique délicate créant des effets de lumière uniques.;high;1;afternoon;tanger,straw marquetry,delicate,light effect,craft;Travail d'une minutie extrême. Effets visuels changeant avec la lumière.;
TAN165;Plage des Chiens;Tanger;nature;Plage autorisant les chiens en liberté, avec zone spécifique pour leur baignade et jeux.;free;1.5;morning;tanger,dog friendly beach,pets,animals,swimming;Pour chiens bien éduqués. Ramassez après votre animal.;
TAN166;Musée de la Bicyclette;Tanger;histoire;Collection de bicyclettes anciennes, illustrant l'évolution de ce moyen de transport à Tanger.;free;1;afternoon;tanger,bicycles,history,transport,vintage;Modèles rares et bien restaurés. Rôle important dans la mobilité urbaine historique.;
TAN167;Circuit des Ambassades;Tanger;culture;Visite des anciens bâtiments d'ambassades et légations dans le quartier international de Tanger.;free;2;afternoon;tanger,embassies,diplomacy,architecture,international;Architecture variée selon les pays. Histoire diplomatique complexe.;
TAN168;Jardin des plantes d'ombre;Tanger;nature;Jardin aménagé dans une zone ombragée présentant des plantes adaptées à faible luminosité.;free;1;afternoon;tanger,shade plants,garden,low light,botany;Agréable par journée ensoleillée. Plantes souvent à feuillage décoratif.;
TAN169;Atelier de Céramique Contemporaine;Tanger;culture;Atelier d'artistes créant des céramiques contemporaines, mélangeant techniques traditionnelles et designs modernes.;medium;1.5;afternoon;tanger,contemporary ceramics,art,modern design,craft;Pièces uniques et artistiques. Inspiration marocaine réinterprétée.;
TAN170;Plage des Jongleurs;Tanger;nature;Plage où se réunissent amateurs de jonglage et autres arts du cirse, ambiance détendue et créative.;free;1.5;evening;tanger,juggling,beach,circus arts,community;Participation souvent bienvenue. Spectacles improvisés fréquents.;
TAN171;Musée de l'Aviation;Tanger;histoire;Histoire de l'aviation à Tanger, premier aéroport international du Maroc et plaque tournante du trafic aérien.;low;1.5;afternoon;tanger,aviation,airport,history,planes;Maquettes d'avions historiques. Rôle stratégique pendant la Seconde Guerre mondiale.;
TAN172;Circuit des Cinémas Disparus;Tanger;culture;Visite des sites des anciens cinémas de Tanger, nombreux dans les années 1950-1970, aujourd'hui transformés ou disparus.;free;2;afternoon;tanger,cinemas,history,entertainment,architecture;Histoire du divertissement à Tanger. Photos d'époque montrant l'ambiance passée.;
TAN173;Jardin des plantes résistantes au sel;Tanger;nature;Jardin côtier présentant des plantes adaptées aux embruns et sols salins, importantes pour la fixation des dunes.;free;1;morning;tanger,salt tolerant plants,coastal,dunes,ecology;Rôle écologique important. Adaptation fascinante aux conditions difficiles.;
TAN174;Atelier de Vitrail;Tanger;culture;Atelier créant des vitraux pour mosquées, églises et bâtiments privés, mélangeant traditions islamiques et chrétiennes.;high;1.5;afternoon;tanger,stained glass,windows,religious,craft;Jeux de lumière magnifiques. Commandes pour bâtiments historiques.;
TAN175;Plage des Yoga;Tanger;nature;Plage où se pratiquent régulièrement des séances de yoga collectives au lever du soleil.;free;1;morning;tanger,yoga,beach,wellness,sunrise;Séances souvent gratuites ou à participation libre. Tapis parfois fournis.;
TAN176;Musée du Théâtre;Tanger;culture;Histoire du théâtre à Tanger, des troupes traditionnelles aux compagnies contemporaines internationales.;low;1.5;afternoon;tanger,theater,performance,history,culture;Costumes de scène, affiches, programmes. Importance culturelle du théâtre dans la ville.;
TAN177;Circuit des Panoramas Urbains;Tanger;nature;Visite des toits-terrasses et belvédères offrant des vues sur la ville, la médina et l'architecture urbaine.;free;2.5;sunset;tanger,rooftops,urban views,architecture,panorama;Accès parfois limité. Autorisation nécessaire pour certains toits.;
TAN178;Jardin des plantes à parfum;Tanger;nature;Jardin de plantes utilisées dans la parfumerie traditionnelle marocaine : rose, jasmin, orange, géranium.;free;1;morning;tanger,perfume plants,scents,fragrance,garden;Senteurs enivrantes selon les saisons. Ateliers de distillation parfois organisés.;
TAN179;Atelier de Restauration d'Art;Tanger;culture;Atelier spécialisé dans la restauration d'œuvres d'art et objets anciens, utilisant des techniques traditionnelles et scientifiques.;high;1;afternoon;tanger,art restoration,conservation,antique,techniques;Travail invisible mais essentiel. Projets complexes parfois en cours.;
TAN180;Plage des Photographes;Tanger;nature;Plage particulièrement photogénique à certaines heures, avec formations rocheuses et lumière spéciale.;free;1.5;golden hour;tanger,photography,beach,scenic,light;Heure dorée idéale pour la photographie. Marée basse révèle des formations intéressantes.;
TAN181;Musée de la Danse;Tanger;culture;Histoire des danses traditionnelles marocaines et leur évolution, avec costumes, instruments et vidéos documentaires.;low;1.5;afternoon;tanger,dance,tradition,costumes,performance;Danses spécifiques à différentes régions. Importance sociale et culturelle.;
TAN182;Circuit des Maisons d'Écrivains;Tanger;culture;Visite des maisons où ont vécu des écrivains célèbres, certaines transformées en musées ou lieux de mémoire.;medium;2.5;afternoon;tanger,writers houses,literature,history,museums;Atmosphère particulière de ces lieux de création. Souvenirs personnels des auteurs.;
TAN183;Jardin des plantes couvre-sol;Tanger;nature;Jardin présentant des plantes couvre-sol adaptées au climat méditerranéen, solutions pour jardins secs.;free;1;morning;tanger,ground cover plants,drought tolerant,garden,landscaping;Solutions écologiques pour l'aménagement paysager. Réduction de l'évaporation.;
TAN184;Atelier de Livre d'Art;Tanger;culture;Atelier créant des livres d'artistes, œuvres uniques mêlant techniques d'impression, reliure et création artistique.;high;1.5;afternoon;tanger,artist books,printing,binding,unique;Pièces uniques ou en très petite série. Fusion de littérature et arts visuels.;
TAN185;Plage des Cerfs-Volants;Tanger;nature;Plage venteuse idéale pour le cerf-volant, avec compétitions informelles et familles pratiquant cette activité.;free;1.5;afternoon;tanger,kite flying,beach,wind,family;Location de cerfs-volants parfois disponible. Compétitions amicales fréquentes.;
TAN186;Musée de la Publicité;Tanger;histoire;Collection d'affiches publicitaires anciennes de Tanger et du Maroc, reflet de l'évolution sociale et commerciale.;free;1;afternoon;tanger,advertising,posters,history,commerce;Design graphique historique. Reflet des modes et produits de différentes époques.;
TAN187;Circuit des Églises et Synagogues;Tanger;religion;Visite des lieux de culte chrétiens et juifs historiques de Tanger, témoins de la diversité religieuse passée.;free;2.5;morning;tanger,churches,synagogues,religion,diversity;Histoire de la cohabitation religieuse. Architecture adaptée au contexte local.;
TAN188;Jardin des plantes de garrigue;Tanger;nature;Jardin reproduisant l'écosystème de garrigue méditerranéenne avec ses plantes aromatiques et sa végétation basse.;free;1;morning;tanger,garrique,mediterranean,ecosystem,aromatic;Parfums caractéristiques de la garrigue. Plantes résistantes à la sécheresse.;
TAN189;Atelier de Mosaïque Contemporaine;Tanger;culture;Atelier créant des mosaïques contemporaines utilisant des matériaux innovants tout en respectant les techniques traditionnelles.;medium;1.5;afternoon;tanger,contemporary mosaic,art,innovation,craft;Fusion entre tradition et modernité. Commandes pour espaces publics et privés.;
TAN190;Plage des Châteaux de Sable;Tanger;nature;Plage au sable particulièrement adapté à la construction de châteaux et sculptures de sable, compétitions occasionnelles.;free;2;morning;tanger,sand castles,beach,children,competition;Concours parfois organisés le week-end. Outils de base parfois prêtés.;
TAN191;Musée des Jeux Traditionnels;Tanger;culture;Collection de jeux traditionnels marocains et instruments de divertissement anciens, avec règles expliquées.;low;1.5;afternoon;tanger,traditional games,entertainment,history,culture;Certains jeux peuvent être essayés. Importance sociale des jeux dans la culture.;
TAN192;Circuit des Villas Coloniales;Tanger;architecture;Visite des villas coloniales du début du 20e siècle, architecture éclectique et histoire des familles qui y vivaient.;free;3;afternoon;tanger,colonial villas,architecture,history,residential;Quartiers résidentiels historiques. Styles architecturaux variés.;
TAN193;Jardin des plantes à bulbes;Tanger;nature;Jardin présentant des plantes à bulbes méditerranéennes fleurissant à différentes saisons.;free;1;spring;tanger,bulb plants,flowers,seasonal,garden;Spectaculaire au printemps. Planification pour une floraison échelonnée.;
TAN194;Atelier de Reliure Traditionnelle;Tanger;culture;Atelier perpétuant l'art traditionnel de la reliure de livres, avec techniques manuelles et matériaux nobles.;medium;1;afternoon;tanger,bookbinding,traditional,craft,books;Reliures faites à la main. Commandes pour livres précieux.;
TAN195;Plage des Pêcheurs à la Ligne;Tanger;nature;Plage où se pratiquent la pêche à la ligne depuis la côte, ambiance détendue et conviviale entre pêcheurs.;free;1.5;evening;tanger,fishing,beach,relaxed,community;Techniques variées selon les pêcheurs. Partage des prises parfois.;
TAN196;Musée de la Mode Masculine;Tanger;culture;Histoire du vêtement masculin marocain, du caftan traditionnel aux influences occidentales modernes.;low;1;afternoon;tanger,men fashion,clothing,history,culture;Évolution des codes vestimentaires. Costumes historiques bien conservés.;
TAN197;Circuit des Panoramas Maritimes;Tanger;nature;Visite des points de vue sur la mer, observation du trafic maritime intense dans le détroit de Gibraltar.;free;2;afternoon;tanger,sea views,shipping,strait,observation;Trafic maritime constant. Identification des différents types de navires.;
TAN198;Jardin des plantes de rocaille;Tanger;nature;Jardin aménagé avec des rochers naturels présentant des plantes adaptées aux crevasses et terrains pierreux.;free;1;morning;tanger,rock garden,plants,stones,landscaping;Aménagement paysager naturel. Plantes souvent de petite taille mais résistantes.;
TAN199;Atelier de Tapisserie;Tanger;culture;Atelier créant des tapisseries murales selon des techniques traditionnelles, avec motifs géométriques ou figuratifs.;high;1.5;afternoon;tanger,tapestry,wall hanging,traditional,craft;Temps de réalisation long pour les grandes pièces. Commandes sur mesure possibles.;
TAN200;Plage des Cours de Sport;Tanger;nature;Plage où des entraîneurs proposent des cours collectifs de fitness, yoga, pilates en plein air.;medium;1;morning;tanger,fitness classes,beach,exercise,wellness;Réservation parfois nécessaire. Différents niveaux proposés.;
TAN201;Musée des Arts du Feu;Tanger;culture;Dédié aux arts utilisant le feu : verrerie, céramique, métallurgie, avec démonstrations techniques.;low;1.5;afternoon;tanger,fire arts,glass,ceramics,metal;Démonstrations parfois programmées. Techniques anciennes expliquées.;
TAN202;Circuit des Hôtels Particuliers;Tanger;architecture;Visite des hôtels particuliers historiques de la médina, architecture raffinée et cours intérieures cachées.;medium;2.5;afternoon;tanger,mansions,architecture,courtyards,hidden;Accès parfois limité. Beauté des espaces intérieurs insoupçonnée depuis la rue.;
TAN203;Jardin des plantes aquatiques;Tanger;nature;Jardin avec bassins présentant des plantes aquatiques et de berges, créant un écosystème miniature.;free;1;morning;tanger,aquatic plants,ponds,water garden,ecosystem;Faune aquatique attirée. Ambiance paisible et rafraîchissante.;
TAN204;Atelier d'Enluminure;Tanger;culture;Atelier spécialisé dans l'enluminure de manuscrits, perpétuant cet art ancien avec des pigments naturels.;high;1.5;afternoon;tanger,illumination,manuscripts,ancient art,pigments;Patience et précision extrêmes. Commandes pour documents officiels ou artistiques.;
TAN205;Plage des Régates;Tanger;nature;Plage servant de point de départ et d'arrivée pour les régates de voile locales, ambiance sportive et festive.;free;2;weekend;tanger,sailing regattas,beach,sports,community;Événements annoncés à l'avance. Ambiance festive pendant les compétitions.;
TAN206;Musée des Communications;Tanger;histoire;Évolution des moyens de communication à Tanger : télégraphe, téléphone, radio, jusqu'à internet.;low;1;afternoon;tanger,communications,technology,history,media;Objets techniques historiques. Rôle de Tanger comme carrefour des communications.;
TAN207;Circuit des Panoramas Côtiers;Tanger;nature;Visite des points de vue le long de la côte, observation des différentes formations géologiques et plages.;free;3;morning;tanger,coastal views,geology,beaches,nature;Transport nécessaire entre les points. Diversité des paysages côtiers.;
TAN208;Jardin des plantes tinctoriales indigènes;Tanger;nature;Jardin de plantes locales utilisées traditionnellement pour teindre les textiles et la laine.;free;1.5;morning;tanger,indigenous dye plants,local,textiles,tradition;Couleurs spécifiques à la région. Plantes parfois rares.;
TAN209;Atelier de Sculpture sur Bois;Tanger;culture;Atelier où des artisans sculptent le bois pour créer des éléments décoratifs, meubles et objets d'art.;medium;1;afternoon;tanger,wood carving,sculpture,furniture,craft;Différents bois utilisés selon les projets. Techniques manuelles traditionnelles.;
TAN210;Plage des Cours de Natation;Tanger;nature;Plage avec zone délimitée et surveillée pour les cours de natation, idéale pour les débutants et enfants.;medium;1.5;morning;tanger,swimming lessons,beach,children,beginners;Moniteurs diplômés. Sécurité accrue pour l'apprentissage.;
TAN211;Musée des Instruments de Mesure;Tanger;histoire;Collection d'instruments de mesure anciens : balances, mesures de capacité, instruments géodésiques.;low;1;afternoon;tanger,measuring instruments,history,science,commerce;Standardisation historique des mesures. Instruments parfois complexes.;
TAN212;Circuit des Cimetières Historiques;Tanger;histoire;Visite des cimetières historiques de différentes communautés, reflet de la diversité culturelle de Tanger.;free;2;morning;tanger,cemeteries,history,communities,diversity;Respect et discrétion nécessaires. Architecture funéraire variée.;
TAN213;Jardin des plantes médicinales sauvages;Tanger;nature;Jardin présentant des plantes médicinales poussant à l'état sauvage dans la région, avec leurs propriétés.;free;1.5;morning;tanger,wild medicinal plants,healing,nature,traditional;Cueillette responsable expliquée. Plantes parfois menacées.;
TAN214;Atelier de Restauration de Tapis;Tanger;culture;Atelier spécialisé dans la restauration de tapis anciens, avec techniques de réparation invisibles.;high;1;afternoon;tanger,carpet restoration,antique,repair,craft;Travail minutieux. Valeur des tapis parfois multipliée après restauration.;
